Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Quantity,Sales,Discount,Profit,Region,State,City,Payment_Mode,Shipping_Mode,Year,Month,Month_Name,Quarter,Day_of_Week,Profit_Margin,Unit_Price
ORD-032896,2022-05-18,CUST-00215,Julie Alexander,PROD-00109,Men General Lite,Clothing,Men,1,1146.55,0.0,238.03,East,Bihar,Bhagalpur,Debit Card,Standard,2022,5,May,2,Wednesday,0.2076,1146.55
ORD-026419,2023-07-17,CUST-03142,Jenny Carter,PROD-00040,Cameras Themselves Lite,Electronics,Cameras,1,21799.14,0.2,107.43,West,Maharashtra,Pune,Debit Card,Standard,2023,7,Jul,3,Monday,0.0049,21799.14
ORD-026534,2022-09-22,CUST-02487,Emily Lopez,PROD-00149,Winterwear Form Pro,Clothing,Winterwear,3,1471.41,0.0,325.98,West,Rajasthan,Unknown,Credit Card,Standard,2022,9,Sep,3,Thursday,0.2215,490.47
ORD-015834,2022-09-12,CUST-01384,Jonathan Clark,PROD-00212,Cookware Similar Max,Home & Kitchen,Cookware,2,16009.36,0.05,1155.38,North,Uttar Pradesh,Kanpur,Cash on Delivery,Standard,2022,9,Sep,3,Monday,0.0722,8004.68
ORD-015013,2022-03-09,CUST-00904,Matthew Sweeney,PROD-00180,Binders Star Elite,Office Supplies,Binders,2,773.86,0.0,97.56,North,Punjab,Chandigarh,UPI,Economy,2022,3,Mar,1,Wednesday,0.1261,386.93
ORD-033602,2023-05-11,CUST-01568,Wesley Browning,PROD-00211,Labels Find Plus,Office Supplies,Labels,4,4462.08,0.2,74.09,South,Telangana,Warangal,UPI,Standard,2023,5,May,2,Thursday,0.0166,1115.52
ORD-040809,2022-02-26,CUST-02370,Mariah Jones,PROD-00243,Decor Stand Plus,Home & Kitchen,Decor,2,22024.86,0.0,3805.15,North,Punjab,Chandigarh,Wallet,Standard,2022,2,Feb,1,Saturday,0.1728,11012.43
ORD-027360,2023-08-07,CUST-03117,Joe Martinez,PROD-00086,Bookcases Campaign Pro,Furniture,Bookcases,1,9752.96,0.2,-739.5,East,Odisha,Bhubaneswar,UPI,Same Day,2023,8,Aug,3,Monday,-0.0758,9752.96
ORD-034302,2022-10-21,CUST-00142,David Douglas Jr.,PROD-00293,Outdoor Soon Classic,Sports,Outdoor,2,12604.64,0.05,1237.82,South,Tamil Nadu,Madurai,Wallet,Standard,2022,10,Oct,4,Friday,0.0982,6302.32
ORD-016401,2023-09-19,CUST-00318,Ashley Hall,PROD-00024,Headphones Young Lite,Electronics,Headphones,2,36691.47,0.2,-1933.93,South,Telangana,Hyderabad,Net Banking,Express,2023,9,Sep,3,Tuesday,-0.0527,18345.74
ORD-032198,2023-10-22,CUST-01298,Candace Soto,PROD-00309,Team Sports Model Plus,Sports,Team Sports,4,24407.13,0.05,2538.43,North,Uttar Pradesh,Lucknow,Net Banking,Standard,2023,10,Oct,4,Sunday,0.104,6101.78
ORD-008864,2023-09-23,CUST-01300,Christopher Mullen,PROD-00252,Storage Life Classic,Home & Kitchen,Storage,2,8760.83,0.1,298.24,West,Rajasthan,Jodhpur,Credit Card,Economy,2023,9,Sep,3,Saturday,0.034,4380.42
ORD-000607,2022-04-16,CUST-03061,Michael Brooks,PROD-00327,Apparel Itself Lite,Sports,Apparel,1,4111.68,0.1,430.44,South,Karnataka,Mysuru,Net Banking,Express,2022,4,Apr,2,Saturday,0.1047,4111.68
ORD-014871,2023-12-14,CUST-02471,Christopher Hall,PROD-00330,Apparel Available Elite,Sports,Apparel,4,6181.08,0.3,-353.51,West,Maharashtra,Pune,Credit Card,Standard,2023,12,Dec,4,Thursday,-0.0572,1545.27
ORD-023494,2023-12-09,CUST-00720,Jeffrey Roberson,PROD-00012,Mobiles Church Lite,Electronics,Mobiles,5,232958.92,0.1,-2269.11,East,Bihar,Bhagalpur,UPI,Express,2023,12,Dec,4,Saturday,-0.0097,46591.78
ORD-011081,2023-05-19,CUST-02690,Michael Lee,PROD-00281,Fitness How Plus,Sports,Fitness,1,7153.04,0.0,1573.95,South,Karnataka,Mangaluru,Cash on Delivery,Express,2023,5,May,2,Friday,0.22,7153.04
ORD-038623,2023-05-16,CUST-00144,Christopher Rubio,PROD-00057,Chairs As Max,Furniture,Chairs,1,4191.05,0.0,675.48,West,Rajasthan,Jodhpur,Debit Card,Standard,2023,5,May,2,Tuesday,0.1612,4191.05
ORD-008744,2022-08-17,CUST-03068,Alexander Hunt,PROD-00084,Bookcases Laugh Classic,Furniture,Bookcases,2,5692.06,0.15,-359.19,East,Bihar,Bhagalpur,UPI,Standard,2022,8,Aug,3,Wednesday,-0.0631,2846.03
ORD-023521,2022-02-04,CUST-00513,Allison Spencer,PROD-00253,Storage Son Elite,Home & Kitchen,Storage,1,9759.53,0.05,1446.2,North,Uttar Pradesh,Noida,Debit Card,Standard,2022,2,Feb,1,Friday,0.1482,9759.53
ORD-000857,2022-08-17,CUST-04087,Seth Jones,PROD-00168,Paper Audience Elite,Office Supplies,Paper,2,963.24,0.05,53.21,South,Tamil Nadu,Coimbatore,Cash on Delivery,Standard,2022,8,Aug,3,Wednesday,0.0552,481.62
ORD-001927,2022-09-09,CUST-03702,Larry Rivera,PROD-00165,Paper Your Max,Office Supplies,Paper,1,257.65,0.05,35.09,East,West Bengal,Kolkata,UPI,Standard,2022,9,Sep,3,Friday,0.1362,257.65
ORD-014582,2023-10-14,CUST-00880,Richard Adams,PROD-00180,Binders Star Elite,Office Supplies,Binders,1,386.93,0.0,73.1,West,Rajasthan,Udaipur,Credit Card,Standard,2023,10,Oct,4,Saturday,0.1889,386.93
ORD-030680,2022-05-11,CUST-01085,Eugene Baldwin,PROD-00217,Cookware Need Plus,Home & Kitchen,Cookware,1,4174.64,0.0,470.86,North,Delhi,Dwarka,Net Banking,Express,2022,5,May,2,Wednesday,0.1128,4174.64
ORD-019153,2023-01-16,CUST-04139,Christopher Smith,PROD-00214,Cookware Simply Pro,Home & Kitchen,Cookware,1,2551.29,0.15,19.64,East,Odisha,Cuttack,Cash on Delivery,Economy,2023,1,Jan,1,Monday,0.0077,2551.29
ORD-009403,2023-01-25,CUST-01018,James Nguyen,PROD-00298,Team Sports Others Plus,Sports,Team Sports,4,7847.28,0.0,1775.68,South,Karnataka,Bengaluru,Debit Card,Standard,2023,1,Jan,1,Wednesday,0.2263,1961.82
ORD-017018,2023-11-26,CUST-01572,Brandy Forbes,PROD-00233,Appliances Fine Max,Home & Kitchen,Appliances,3,21276.27,0.0,4479.98,East,Odisha,Bhubaneswar,Credit Card,Standard,2023,11,Nov,4,Sunday,0.2106,7092.09
ORD-000045,2023-10-01,CUST-00889,Chris Velazquez,PROD-00243,Decor Stand Plus,Home & Kitchen,Decor,4,41847.23,0.05,5155.55,East,West Bengal,Unknown,Net Banking,Standard,2023,10,Oct,4,Sunday,0.1232,10461.81
ORD-002813,2022-12-09,CUST-01686,John Lowe,PROD-00034,Headphones Decade Classic,Electronics,Headphones,1,51308.82,0.1,328.96,West,Maharashtra,Mumbai,Debit Card,Standard,2022,12,Dec,4,Friday,0.0064,51308.82
ORD-032779,2022-04-08,CUST-03677,Sarah Davis,PROD-00157,Paper Fund Plus,Office Supplies,Paper,5,8483.65,0.0,1433.85,East,Odisha,Bhubaneswar,UPI,Express,2022,4,Apr,2,Friday,0.169,1696.73
ORD-029865,2023-08-02,CUST-00513,Allison Spencer,PROD-00057,Chairs As Max,Furniture,Chairs,2,7963.0,0.05,382.14,North,Uttar Pradesh,Kanpur,Credit Card,Standard,2023,8,Aug,3,Wednesday,0.048,3981.5
ORD-011862,2023-07-10,CUST-01620,Stephen Young,PROD-00273,Fitness General Elite,Sports,Fitness,2,8371.75,0.4,-1714.76,East,Odisha,Bhubaneswar,Cash on Delivery,Economy,2023,7,Jul,3,Monday,-0.2048,4185.88
ORD-031778,2022-02-18,CUST-01225,Steven Lee,PROD-00280,Fitness Service Pro,Sports,Fitness,3,19282.8,0.1,3896.34,South,Tamil Nadu,Chennai,Cash on Delivery,Economy,2022,2,Feb,1,Friday,0.2021,6427.6
ORD-033396,2023-12-17,CUST-00943,Joshua Washington,PROD-00064,Chairs Political Max,Furniture,Chairs,4,50381.39,0.05,3951.04,East,Bihar,Bhagalpur,Wallet,Express,2023,12,Dec,4,Sunday,0.0784,12595.35
ORD-030744,2022-03-19,CUST-02561,Valerie Benson,PROD-00107,Men Determine Elite,Clothing,Men,3,4636.97,0.15,604.96,South,Telangana,Hyderabad,UPI,Same Day,2022,3,Mar,1,Saturday,0.1305,1545.66
ORD-005817,2022-05-19,CUST-03120,Joseph Lane,PROD-00208,Labels Picture Pro,Office Supplies,Labels,1,1424.24,0.15,76.51,South,Tamil Nadu,Madurai,Net Banking,Standard,2022,5,May,2,Thursday,0.0537,1424.24
ORD-026403,2023-09-15,CUST-00072,Whitney Peters,PROD-00169,Binders Listen Elite,Office Supplies,Binders,3,404.73,0.1,36.48,West,Gujarat,Surat,UPI,Same Day,2023,9,Sep,3,Friday,0.0901,134.91
ORD-013171,2023-04-10,CUST-04000,Kelly Liu,PROD-00258,Storage Lose Lite,Home & Kitchen,Storage,2,14405.72,0.15,-158.1,West,Maharashtra,Mumbai,Net Banking,Standard,2023,4,Apr,2,Monday,-0.011,7202.86
ORD-015493,2022-10-04,CUST-00863,Holly Vega,PROD-00064,Chairs Political Max,Furniture,Chairs,1,11269.52,0.15,-351.47,West,Rajasthan,Jodhpur,Cash on Delivery,Standard,2022,10,Oct,4,Tuesday,-0.0312,11269.52
ORD-032912,2022-12-15,CUST-01072,Sarah Pittman,PROD-00048,Accessories Shake Lite,Electronics,Accessories,1,27135.38,0.15,-117.19,West,Rajasthan,Unknown,Cash on Delivery,Standard,2022,12,Dec,4,Thursday,-0.0043,27135.38
ORD-006436,2022-09-09,CUST-00727,Christian Dawson,PROD-00139,Footwear Poor Lite,Clothing,Footwear,1,1563.16,0.05,239.42,West,Gujarat,Ahmedabad,Net Banking,Standard,2022,9,Sep,3,Friday,0.1532,1563.16
ORD-040024,2023-10-04,CUST-01108,Jennifer James,PROD-00171,Binders Star Max,Office Supplies,Binders,1,1539.03,0.1,259.36,West,Maharashtra,Mumbai,UPI,Standard,2023,10,Oct,4,Wednesday,0.1685,1539.03
ORD-022910,2022-12-15,CUST-00137,Robert Potter,PROD-00169,Binders Listen Elite,Office Supplies,Binders,1,149.9,0.0,19.07,North,Uttar Pradesh,Lucknow,Debit Card,Standard,2022,12,Dec,4,Thursday,0.1272,149.9
ORD-027174,2022-03-04,CUST-02556,Jackie Jones,PROD-00071,Tables Suggest Plus,Furniture,Tables,2,54603.74,0.0,5244.27,East,Bihar,Gaya,Cash on Delivery,Express,2022,3,Mar,1,Friday,0.096,27301.87
ORD-014406,2023-09-04,CUST-01662,Kurt Hancock,PROD-00258,Storage Lose Lite,Home & Kitchen,Storage,4,33895.8,0.0,7250.89,West,Gujarat,Surat,Net Banking,Standard,2023,9,Sep,3,Monday,0.2139,8473.95
ORD-032776,2022-03-23,CUST-01036,Natalie Malone,PROD-00197,Supplies Memory Lite,Office Supplies,Supplies,1,1554.3,0.15,141.04,East,Bihar,Patna,Cash on Delivery,Standard,2022,3,Mar,1,Wednesday,0.0907,1554.3
ORD-002052,2023-03-15,CUST-00779,Allen Mendez,PROD-00066,Chairs Chance Plus,Furniture,Chairs,1,16611.66,0.15,-1056.6,North,Punjab,Unknown,Credit Card,Standard,2023,3,Mar,1,Wednesday,-0.0636,16611.66
ORD-025724,2022-10-16,CUST-03847,Mason Price,PROD-00089,Bookcases Next Pro,Furniture,Bookcases,2,49900.46,0.2,-5815.64,South,Karnataka,Mangaluru,Debit Card,Economy,2022,10,Oct,4,Sunday,-0.1165,24950.23
ORD-029356,2022-10-19,CUST-01445,Mrs. Raven Rivera DVM,PROD-00103,Furnishings Likely Plus,Furniture,Furnishings,3,28380.55,0.2,-1813.76,South,Tamil Nadu,Chennai,Debit Card,Express,2022,10,Oct,4,Wednesday,-0.0639,9460.18
ORD-003074,2022-01-18,CUST-02016,Brian Kim DDS,PROD-00058,Chairs Head Lite,Furniture,Chairs,2,14866.02,0.05,516.76,West,Maharashtra,Nagpur,Credit Card,Standard,2022,1,Jan,1,Tuesday,0.0348,7433.01
ORD-009468,2022-01-25,CUST-03824,Patricia Andrews,PROD-00244,Decor Where Max,Home & Kitchen,Decor,5,21122.28,0.1,2168.96,North,Delhi,New Delhi,Net Banking,Standard,2022,1,Jan,1,Tuesday,0.1027,4224.46
ORD-025514,2022-02-11,CUST-00144,Christopher Rubio,PROD-00253,Storage Son Elite,Home & Kitchen,Storage,2,19519.06,0.05,2132.32,West,Rajasthan,Udaipur,Wallet,Standard,2022,2,Feb,1,Friday,0.1092,9759.53
ORD-032649,2023-11-10,CUST-02061,Jennifer Perez PhD,PROD-00161,Paper Maintain Plus,Office Supplies,Paper,1,808.41,0.15,47.28,South,Tamil Nadu,Coimbatore,UPI,Standard,2023,11,Nov,4,Friday,0.0585,808.41
ORD-006882,2022-04-12,CUST-00064,Donald Wright,PROD-00254,Storage Former Plus,Home & Kitchen,Storage,4,13859.42,0.15,26.96,East,Odisha,Bhubaneswar,UPI,Standard,2022,4,Apr,2,Tuesday,0.0019,3464.86
ORD-035524,2022-10-19,CUST-02554,Eugene Price,PROD-00020,Laptops Western Classic,Electronics,Laptops,1,14829.52,0.2,-645.02,West,Rajasthan,Jodhpur,UPI,Standard,2022,10,Oct,4,Wednesday,-0.0435,14829.52
ORD-007885,2022-12-24,CUST-01909,Shaun Meyer DDS,PROD-00184,Art Dog Elite,Office Supplies,Art,4,8358.02,0.05,1331.26,East,Bihar,Gaya,UPI,Same Day,2022,12,Dec,4,Saturday,0.1593,2089.5
ORD-025646,2023-07-14,CUST-03168,Linda Rodriguez,PROD-00161,Paper Maintain Plus,Office Supplies,Paper,2,1902.14,0.0,334.51,North,Uttar Pradesh,Kanpur,Net Banking,Standard,2023,7,Jul,3,Friday,0.1759,951.07
ORD-000536,2022-10-01,CUST-01069,Laura Lee,PROD-00124,Women Participant Elite,Clothing,Women,2,1343.66,0.05,295.82,North,Uttar Pradesh,Kanpur,Cash on Delivery,Same Day,2022,10,Oct,4,Saturday,0.2202,671.83
ORD-027406,2022-03-15,CUST-01472,Kristen Jones,PROD-00323,Apparel Here Max,Sports,Apparel,3,16150.56,0.0,3711.0,East,Bihar,Gaya,UPI,Standard,2022,3,Mar,1,Tuesday,0.2298,5383.52
ORD-018649,2023-12-26,CUST-03702,Larry Rivera,PROD-00056,Chairs Reduce Elite,Furniture,Chairs,2,55010.9,0.15,-2952.02,East,Bihar,Bhagalpur,Credit Card,Express,2023,12,Dec,4,Tuesday,-0.0537,27505.45
ORD-017617,2023-09-08,CUST-04134,Joseph Montgomery,PROD-00328,Apparel Gun Pro,Sports,Apparel,1,4258.71,0.1,157.55,South,Karnataka,Mangaluru,UPI,Standard,2023,9,Sep,3,Friday,0.037,4258.71
ORD-010054,2022-01-13,CUST-01132,Mariah Robles,PROD-00052,Accessories Yourself Elite,Electronics,Accessories,1,44503.01,0.05,5713.25,East,Odisha,Rourkela,Cash on Delivery,Standard,2022,1,Jan,1,Thursday,0.1284,44503.01
ORD-008824,2023-08-24,CUST-00771,Jesse Clark,PROD-00239,Decor Know Max,Home & Kitchen,Decor,1,7098.73,0.1,454.68,East,West Bengal,Siliguri,Net Banking,Economy,2023,8,Aug,3,Thursday,0.0641,7098.73
ORD-003797,2023-04-12,CUST-01273,Reginald Diaz,PROD-00020,Laptops Western Classic,Electronics,Laptops,3,52830.16,0.05,4281.58,West,Maharashtra,Mumbai,Net Banking,Standard,2023,4,Apr,2,Wednesday,0.081,17610.05
ORD-010245,2022-11-22,CUST-03149,Sherry Adams,PROD-00130,Kids Care Lite,Clothing,Kids,4,8759.08,0.0,2018.35,East,Bihar,Gaya,Cash on Delivery,Express,2022,11,Nov,4,Tuesday,0.2304,2189.77
ORD-003927,2023-05-04,CUST-01086,Katherine Welch,PROD-00226,Appliances Tell Elite,Home & Kitchen,Appliances,1,3230.28,0.0,508.17,East,West Bengal,Kolkata,Net Banking,Express,2023,5,May,2,Thursday,0.1573,3230.28
ORD-005598,2022-03-15,CUST-00297,Laura Haney,PROD-00033,Headphones Green Max,Electronics,Headphones,1,4509.69,0.15,50.39,East,Odisha,Bhubaneswar,UPI,Standard,2022,3,Mar,1,Tuesday,0.0112,4509.69
ORD-001574,2023-08-15,CUST-02242,Curtis Obrien,PROD-00075,Tables Add Elite,Furniture,Tables,1,23837.19,0.05,498.01,West,Gujarat,Ahmedabad,Net Banking,Standard,2023,8,Aug,3,Tuesday,0.0209,23837.19
ORD-012340,2023-09-04,CUST-00867,Lori Mason,PROD-00273,Fitness General Elite,Sports,Fitness,1,6627.64,0.05,960.25,South,Karnataka,Bengaluru,Credit Card,Express,2023,9,Sep,3,Monday,0.1449,6627.64
ORD-007344,2022-01-21,CUST-02728,Kelly Andersen,PROD-00302,Team Sports Use Classic,Sports,Team Sports,1,4171.86,0.05,531.44,East,Bihar,Bhagalpur,Net Banking,Standard,2022,1,Jan,1,Friday,0.1274,4171.86
ORD-014143,2023-10-26,CUST-00347,Sharon Boyd,PROD-00139,Footwear Poor Lite,Clothing,Footwear,1,1480.89,0.1,176.52,West,Gujarat,Ahmedabad,Debit Card,Economy,2023,10,Oct,4,Thursday,0.1192,1480.89
ORD-032595,2023-09-19,CUST-00562,Kim Erickson,PROD-00035,Cameras Age Max,Electronics,Cameras,5,246455.25,0.15,15977.04,South,Telangana,Hyderabad,Credit Card,Express,2023,9,Sep,3,Tuesday,0.0648,49291.05
ORD-017900,2022-06-15,CUST-03922,Patrick Gibson,PROD-00272,Fitness Trip Pro,Sports,Fitness,1,5884.08,0.1,459.89,South,Tamil Nadu,Madurai,UPI,Express,2022,6,Jun,2,Wednesday,0.0782,5884.08
ORD-023827,2022-10-06,CUST-01022,Olivia Ayers,PROD-00173,Binders Strong Lite,Office Supplies,Binders,4,4174.82,0.2,-211.82,North,Uttar Pradesh,Kanpur,UPI,Same Day,2022,10,Oct,4,Thursday,-0.0507,1043.7
ORD-034846,2022-03-26,CUST-03607,Mary Guerra,PROD-00127,Kids Say Elite,Clothing,Kids,2,6653.3,0.0,1297.38,East,Odisha,Rourkela,Debit Card,Standard,2022,3,Mar,1,Saturday,0.195,3326.65
ORD-014571,2023-05-21,CUST-02383,Juan Keller MD,PROD-00086,Bookcases Campaign Pro,Furniture,Bookcases,4,39011.84,0.2,-3437.65,North,Punjab,Ludhiana,Net Banking,Standard,2023,5,May,2,Sunday,-0.0881,9752.96
ORD-010297,2023-12-08,CUST-00128,Jason Powell,PROD-00183,Art Employee Elite,Office Supplies,Art,5,11577.5,0.0,1811.7,West,Rajasthan,Udaipur,Credit Card,Economy,2023,12,Dec,4,Friday,0.1565,2315.5
ORD-029041,2022-02-10,CUST-00012,Jamie Arnold,PROD-00328,Apparel Gun Pro,Sports,Apparel,5,25051.25,0.0,4890.74,North,Uttar Pradesh,Lucknow,UPI,Standard,2022,2,Feb,1,Thursday,0.1952,5010.25
ORD-033646,2023-01-22,CUST-03073,Patrick Simpson,PROD-00161,Paper Maintain Plus,Office Supplies,Paper,1,855.96,0.1,66.78,West,Maharashtra,Nagpur,UPI,Standard,2023,1,Jan,1,Sunday,0.078,855.96
ORD-009258,2023-12-20,CUST-00513,Allison Spencer,PROD-00252,Storage Life Classic,Home & Kitchen,Storage,2,9734.26,0.0,2187.6,North,Delhi,New Delhi,Credit Card,Express,2023,12,Dec,4,Wednesday,0.2247,4867.13
ORD-036325,2022-06-11,CUST-00197,Daniel Salinas,PROD-00096,Storage Treat Lite,Furniture,Storage,2,30413.49,0.15,-1343.95,West,Rajasthan,Udaipur,Credit Card,Express,2022,6,Jun,2,Saturday,-0.0442,15206.74
ORD-030084,2023-05-10,CUST-03828,Penny Fernandez,PROD-00110,Men Rise Max,Clothing,Men,1,409.38,0.3,-16.02,West,Gujarat,Vadodara,Cash on Delivery,Economy,2023,5,May,2,Wednesday,-0.0391,409.38
ORD-022629,2023-11-06,CUST-01906,Judith Miller,PROD-00023,Headphones Personal Plus,Electronics,Headphones,3,50194.24,0.1,916.3,East,West Bengal,Kolkata,UPI,Same Day,2023,11,Nov,4,Monday,0.0183,16731.41
ORD-034974,2022-02-05,CUST-02100,Heidi Baldwin,PROD-00013,Mobiles Instead Pro,Electronics,Mobiles,1,45178.1,0.1,2014.61,East,West Bengal,Siliguri,Cash on Delivery,Economy,2022,2,Feb,1,Saturday,0.0446,45178.1
ORD-008820,2022-11-05,CUST-00864,Tiffany Townsend,PROD-00308,Team Sports Cause Elite,Sports,Team Sports,1,2647.42,0.05,346.89,West,Rajasthan,Udaipur,UPI,Standard,2022,11,Nov,4,Saturday,0.131,2647.42
ORD-019282,2022-05-02,CUST-01790,Steven Carrillo,PROD-00042,Cameras Often Elite,Electronics,Cameras,1,21327.5,0.3,-3244.58,South,Karnataka,Mysuru,Net Banking,Standard,2022,5,May,2,Monday,-0.1521,21327.5
ORD-023088,2023-08-19,CUST-00707,Adam Jackson,PROD-00261,Lighting Seat Elite,Home & Kitchen,Lighting,3,15821.57,0.3,-1561.33,South,Telangana,Nizamabad,Net Banking,Same Day,2023,8,Aug,3,Saturday,-0.0987,5273.86
ORD-024711,2023-08-23,CUST-01030,Alicia Roth,PROD-00171,Binders Star Max,Office Supplies,Binders,2,3078.05,0.1,321.74,West,Rajasthan,Udaipur,Debit Card,Standard,2023,8,Aug,3,Wednesday,0.1045,1539.02
ORD-034706,2022-12-20,CUST-00030,Anthony Rodriguez,PROD-00221,Cookware Energy Lite,Home & Kitchen,Cookware,4,32113.24,0.0,4415.76,North,Uttar Pradesh,Lucknow,Net Banking,Express,2022,12,Dec,4,Tuesday,0.1375,8028.31
ORD-017152,2022-08-01,CUST-00614,David Molina,PROD-00310,Cycling Attack Classic,Sports,Cycling,2,4293.74,0.1,515.57,West,Gujarat,Vadodara,Debit Card,Standard,2022,8,Aug,3,Monday,0.1201,2146.87
ORD-013949,2022-09-25,CUST-02812,Willie Garza,PROD-00318,Cycling Yard Lite,Sports,Cycling,1,1634.37,0.0,287.57,North,Delhi,Dwarka,Credit Card,Standard,2022,9,Sep,3,Sunday,0.176,1634.37
ORD-005051,2023-03-05,CUST-02870,Nicholas Holland Jr.,PROD-00134,Kids Page Plus,Clothing,Kids,2,2478.69,0.2,127.13,East,Odisha,Cuttack,Debit Card,Standard,2023,3,Mar,1,Sunday,0.0513,1239.34
ORD-034264,2022-02-20,CUST-01852,Michael Williams,PROD-00124,Women Participant Elite,Clothing,Women,2,1414.38,0.0,302.24,South,Karnataka,Mangaluru,Credit Card,Same Day,2022,2,Feb,1,Sunday,0.2137,707.19
ORD-031334,2022-12-04,CUST-01250,Unknown Customer,PROD-00227,Appliances Tonight Pro,Home & Kitchen,Appliances,2,16361.69,0.3,-1039.12,North,Uttar Pradesh,Lucknow,Debit Card,Standard,2022,12,Dec,4,Sunday,-0.0635,8180.84
ORD-009217,2023-10-23,CUST-03563,Nicholas Lopez,PROD-00269,Fitness Adult Lite,Sports,Fitness,2,5829.35,0.05,923.33,East,West Bengal,Siliguri,UPI,Economy,2023,10,Oct,4,Monday,0.1584,2914.68
ORD-026380,2023-11-07,CUST-00732,Alexander Gomez,PROD-00160,Paper Military Lite,Office Supplies,Paper,1,1650.72,0.1,185.27,West,Gujarat,Surat,Wallet,Same Day,2023,11,Nov,4,Tuesday,0.1122,1650.72
ORD-012403,2023-06-03,CUST-01423,Kristy Mills,PROD-00125,Women Student Classic,Clothing,Women,1,1029.02,0.1,136.69,North,Uttar Pradesh,Noida,Wallet,Same Day,2023,6,Jun,2,Saturday,0.1328,1029.02
ORD-021369,2022-10-09,CUST-03736,Richard Mccormick,PROD-00326,Apparel Beat Plus,Sports,Apparel,1,5383.63,0.1,766.45,West,Gujarat,Ahmedabad,Wallet,Express,2022,10,Oct,4,Sunday,0.1424,5383.63
ORD-020946,2023-10-28,CUST-01613,Susan Cunningham,PROD-00324,Apparel Heavy Lite,Sports,Apparel,4,6875.37,0.3,-587.37,West,Rajasthan,Udaipur,Wallet,Standard,2023,10,Oct,4,Saturday,-0.0854,1718.84
ORD-004955,2022-11-09,CUST-02127,Shawn Duffy,PROD-00205,Labels Race Classic,Office Supplies,Labels,2,2917.92,0.05,482.1,West,Rajasthan,Jodhpur,Credit Card,Standard,2022,11,Nov,4,Wednesday,0.1652,1458.96
ORD-028456,2023-08-13,CUST-02958,Monica Curtis,PROD-00129,Kids Week Classic,Clothing,Kids,3,928.3,0.05,158.04,West,Gujarat,Surat,Net Banking,Express,2023,8,Aug,3,Sunday,0.1702,309.43
ORD-031080,2022-08-11,CUST-03620,Tyler Fisher,PROD-00316,Cycling Necessary Classic,Sports,Cycling,2,6790.8,0.4,-1193.37,West,Rajasthan,Jodhpur,UPI,Standard,2022,8,Aug,3,Thursday,-0.1757,3395.4
ORD-028324,2022-07-16,CUST-00197,Daniel Salinas,PROD-00187,Art Generation Max,Office Supplies,Art,1,1744.36,0.15,-2.73,South,Karnataka,Bengaluru,Unknown,Standard,2022,7,Jul,3,Saturday,-0.0016,1744.36
ORD-013194,2023-10-12,CUST-00414,Joanna Pacheco,PROD-00144,Footwear Middle Classic,Clothing,Footwear,5,6006.31,0.15,260.6,North,Uttar Pradesh,Noida,Net Banking,Express,2023,10,Oct,4,Thursday,0.0434,1201.26
ORD-027829,2023-11-07,CUST-00422,Maria Jones,PROD-00234,Appliances Ago Pro,Home & Kitchen,Appliances,2,11615.1,0.05,1779.09,South,Karnataka,Mangaluru,Wallet,Standard,2023,11,Nov,4,Tuesday,0.1532,5807.55
ORD-025895,2022-06-27,CUST-01542,Tammy Melton,PROD-00101,Furnishings At Elite,Furniture,Furnishings,2,3619.7,0.2,-334.51,West,Gujarat,Vadodara,UPI,Express,2022,6,Jun,2,Monday,-0.0924,1809.85
ORD-029089,2022-08-21,CUST-00440,Jason Rhodes,PROD-00275,Fitness Me Pro,Sports,Fitness,1,4025.47,0.05,596.09,East,Bihar,Bhagalpur,Net Banking,Standard,2022,8,Aug,3,Sunday,0.1481,4025.47
ORD-028696,2023-10-18,CUST-03362,Hailey Lewis,PROD-00132,Kids Station Max,Clothing,Kids,3,3197.13,0.05,692.11,North,Punjab,Amritsar,Credit Card,Economy,2023,10,Oct,4,Wednesday,0.2165,1065.71
ORD-029453,2022-09-05,CUST-03737,Heather Stevens,PROD-00022,Laptops City Elite,Electronics,Laptops,2,19320.78,0.0,2264.67,East,West Bengal,Howrah,Net Banking,Express,2022,9,Sep,3,Monday,0.1172,9660.39
ORD-020730,2023-07-03,CUST-01844,Christopher Porter,PROD-00200,Supplies Use Max,Office Supplies,Supplies,1,1960.7,0.0,377.02,South,Karnataka,Bengaluru,UPI,Standard,2023,7,Jul,3,Monday,0.1923,1960.7
ORD-036309,2023-03-12,CUST-03550,Brent Stephens,PROD-00185,Art Property Classic,Office Supplies,Art,2,1159.33,0.15,34.63,North,Punjab,Ludhiana,Net Banking,Economy,2023,3,Mar,1,Sunday,0.0299,579.66
ORD-032461,2023-07-09,CUST-02302,Jennifer Baker,PROD-00317,Cycling Common Elite,Sports,Cycling,4,13795.76,0.0,2277.71,South,Telangana,Warangal,Debit Card,Express,2023,7,Jul,3,Sunday,0.1651,3448.94
ORD-001740,2023-11-11,CUST-00688,Robert Jackson,PROD-00131,Kids Fund Lite,Clothing,Kids,2,2951.07,0.2,-130.14,North,Delhi,New Delhi,UPI,Economy,2023,11,Nov,4,Saturday,-0.0441,1475.54
